
---------- Begin Simulation Statistics ----------
final_tick                                  410696000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 102638                       # Simulator instruction rate (inst/s)
host_mem_usage                                 705088                       # Number of bytes of host memory used
host_op_rate                                   161331                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                     9.74                       # Real time elapsed on the host
host_tick_rate                               42152160                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                     1000002                       # Number of instructions simulated
sim_ops                                       1571874                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.000411                       # Number of seconds simulated
sim_ticks                                   410696000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                    813687                       # number of cc regfile reads
system.cpu.cc_regfile_writes                   672738                       # number of cc regfile writes
system.cpu.committedInsts                     1000002                       # Number of Instructions Simulated
system.cpu.committedOps                       1571874                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.821391                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.821391                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                     12487                       # number of floating regfile reads
system.cpu.fp_regfile_writes                     6553                       # number of floating regfile writes
system.cpu.idleCycles                           61092                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                14158                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                   157024                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     2.370871                       # Inst execution rate
system.cpu.iew.exec_refs                       665824                       # number of memory reference insts executed
system.cpu.iew.exec_stores                     134752                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  124077                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts                563164                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                  4                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts               204                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts               153974                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts             2121581                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts                531072                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             32040                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts               1947417                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                    610                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                  3253                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  12917                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                  4111                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents             55                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect         7511                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect           6647                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                   2109570                       # num instructions consuming a value
system.cpu.iew.wb_count                       1922452                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.747523                       # average fanout of values written-back
system.cpu.iew.wb_producers                   1576953                       # num instructions producing a value
system.cpu.iew.wb_rate                       2.340478                       # insts written-back per cycle
system.cpu.iew.wb_sent                        1933594                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                  2949850                       # number of integer regfile reads
system.cpu.int_regfile_writes                 1631860                       # number of integer regfile writes
system.cpu.ipc                               1.217446                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.217446                       # IPC: Total IPC of All Threads
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::MemRead       410417     26.11%     92.37% # Class of committed instruction
system.cpu.commit.committedInstType_0::MemWrite       118033      7.51%     99.88% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMemRead         1270      0.08%     99.96% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMemWrite          694      0.04%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::total      1571874                       # Class of committed instruction
system.cpu.commit.commitEligibleSamples        116993                       # number cycles where commit BW limit reached
system.cpu.dcache.demand_hits::.cpu.data       480948                       # number of demand (read+write) hits
system.cpu.dcache.demand_hits::total           480948                       # number of demand (read+write) hits
system.cpu.dcache.overall_hits::.cpu.data       480948                       # number of overall hits
system.cpu.dcache.overall_hits::total          480948                       # number of overall hits
system.cpu.dcache.demand_misses::.cpu.data         6307                       # number of demand (read+write) misses
system.cpu.dcache.demand_misses::total           6307                       # number of demand (read+write) misses
system.cpu.dcache.overall_misses::.cpu.data         6307                       # number of overall misses
system.cpu.dcache.overall_misses::total          6307                       # number of overall misses
system.cpu.dcache.demand_miss_latency::.cpu.data    403352000                       # number of demand (read+write) miss cycles
system.cpu.dcache.demand_miss_latency::total    403352000                       # number of demand (read+write) miss cycles
system.cpu.dcache.overall_miss_latency::.cpu.data    403352000                       # number of overall miss cycles
system.cpu.dcache.overall_miss_latency::total    403352000                       # number of overall miss cycles
system.cpu.dcache.demand_accesses::.cpu.data       487255                       # number of demand (read+write) accesses
system.cpu.dcache.demand_accesses::total       487255                       # number of demand (read+write) accesses
system.cpu.dcache.overall_accesses::.cpu.data       487255                       # number of overall (read+write) accesses
system.cpu.dcache.overall_accesses::total       487255                       # number of overall (read+write) accesses
system.cpu.dcache.demand_miss_rate::.cpu.data     0.012944                       # miss rate for demand accesses
system.cpu.dcache.demand_miss_rate::total     0.012944                       # miss rate for demand accesses
system.cpu.dcache.overall_miss_rate::.cpu.data     0.012944                       # miss rate for overall accesses
system.cpu.dcache.overall_miss_rate::total     0.012944                       # miss rate for overall accesses
system.cpu.dcache.demand_avg_miss_latency::.cpu.data 63953.068020                       # average overall miss latency
system.cpu.dcache.demand_avg_miss_latency::total 63953.068020                       # average overall miss latency
system.cpu.dcache.overall_avg_miss_latency::.cpu.data 63953.068020                       # average overall miss latency
system.cpu.dcache.overall_avg_miss_latency::total 63953.068020                       # average overall miss latency
system.cpu.dcache.blocked_cycles::no_mshrs        16075                       # number of cycles access was blocked
system.cpu.dcache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.dcache.blocked::no_mshrs               317                       # number of cycles access was blocked
system.cpu.dcache.blocked::no_targets               0                       # number of cycles access was blocked
system.cpu.dcache.avg_blocked_cycles::no_mshrs    50.709779                       # average number of cycles each access was blocked
system.cpu.dcache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.dcache.writebacks::.writebacks          295                       # number of writebacks
system.cpu.dcache.writebacks::total               295                       # number of writebacks
system.cpu.dcache.demand_mshr_hits::.cpu.data         4615                       # number of demand (read+write) MSHR hits
system.cpu.dcache.demand_mshr_hits::total         4615                       # number of demand (read+write) MSHR hits
system.cpu.dcache.overall_mshr_hits::.cpu.data         4615                       # number of overall MSHR hits
system.cpu.dcache.overall_mshr_hits::total         4615                       # number of overall MSHR hits
system.cpu.dcache.demand_mshr_misses::.cpu.data         1692                       # number of demand (read+write) MSHR misses
system.cpu.dcache.demand_mshr_misses::total         1692                       # number of demand (read+write) MSHR misses
system.cpu.dcache.overall_mshr_misses::.cpu.data         1692                       # number of overall MSHR misses
system.cpu.dcache.overall_mshr_misses::total         1692                       # number of overall MSHR misses
system.cpu.dcache.demand_mshr_miss_latency::.cpu.data    125276000                       # number of demand (read+write) MSHR miss cycles
system.cpu.dcache.demand_mshr_miss_latency::total    125276000                       # number of demand (read+write) MSHR miss cycles
system.cpu.dcache.overall_mshr_miss_latency::.cpu.data    125276000                       # number of overall MSHR miss cycles
system.cpu.dcache.overall_mshr_miss_latency::total    125276000                       # number of overall MSHR miss cycles
system.cpu.dcache.demand_mshr_miss_rate::.cpu.data     0.003473                       # mshr miss rate for demand accesses
system.cpu.dcache.demand_mshr_miss_rate::total     0.003473                       # mshr miss rate for demand accesses
system.cpu.dcache.overall_mshr_miss_rate::.cpu.data     0.003473                       # mshr miss rate for overall accesses
system.cpu.dcache.overall_mshr_miss_rate::total     0.003473                       # mshr miss rate for overall accesses
system.cpu.dcache.demand_avg_mshr_miss_latency::.cpu.data 74040.189125                       # average overall mshr miss latency
system.cpu.dcache.demand_avg_mshr_miss_latency::total 74040.189125                       # average overall mshr miss latency
system.cpu.dcache.overall_avg_mshr_miss_latency::.cpu.data 74040.189125                       # average overall mshr miss latency
system.cpu.dcache.overall_avg_mshr_miss_latency::total 74040.189125                       # average overall mshr miss latency
system.cpu.dcache.replacements                    707                       # number of replacements
system.cpu.dcache.ReadReq_hits::.cpu.data       362703                       # number of ReadReq hits
system.cpu.dcache.ReadReq_hits::total          362703                       # number of ReadReq hits
system.cpu.dcache.ReadReq_misses::.cpu.data         5825                       # number of ReadReq misses
system.cpu.dcache.ReadReq_misses::total          5825                       # number of ReadReq misses
system.cpu.dcache.ReadReq_miss_latency::.cpu.data    367174500                       # number of ReadReq miss cycles
system.cpu.dcache.ReadReq_miss_latency::total    367174500                       # number of ReadReq miss cycles
system.cpu.dcache.ReadReq_accesses::.cpu.data       368528                       # number of ReadReq accesses(hits+misses)
system.cpu.dcache.ReadReq_accesses::total       368528                       # number of ReadReq accesses(hits+misses)
system.cpu.dcache.ReadReq_miss_rate::.cpu.data     0.015806                       # miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_miss_rate::total     0.015806                       # miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_avg_miss_latency::.cpu.data 63034.248927                       # average ReadReq miss latency
system.cpu.dcache.ReadReq_avg_miss_latency::total 63034.248927                       # average ReadReq miss latency
system.cpu.dcache.ReadReq_mshr_hits::.cpu.data         4614                       # number of ReadReq MSHR hits
system.cpu.dcache.ReadReq_mshr_hits::total         4614                       # number of ReadReq MSHR hits
system.cpu.dcache.ReadReq_mshr_misses::.cpu.data         1211                       # number of ReadReq MSHR misses
system.cpu.dcache.ReadReq_mshr_misses::total         1211                       # number of ReadReq MSHR misses
system.cpu.dcache.ReadReq_mshr_miss_latency::.cpu.data     89643000                       # number of ReadReq MSHR miss cycles
system.cpu.dcache.ReadReq_mshr_miss_latency::total     89643000                       # number of ReadReq MSHR miss cycles
system.cpu.dcache.ReadReq_mshr_miss_rate::.cpu.data     0.003286                       # mshr miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_mshr_miss_rate::total     0.003286                       # mshr miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_avg_mshr_miss_latency::.cpu.data 74023.947151                       # average ReadReq mshr miss latency
system.cpu.dcache.ReadReq_avg_mshr_miss_latency::total 74023.947151                       # average ReadReq mshr miss latency
system.cpu.dcache.WriteReq_hits::.cpu.data       118245                       # number of WriteReq hits
system.cpu.dcache.WriteReq_hits::total         118245                       # number of WriteReq hits
system.cpu.dcache.WriteReq_misses::.cpu.data          482                       # number of WriteReq misses
system.cpu.dcache.WriteReq_misses::total          482                       # number of WriteReq misses
system.cpu.dcache.WriteReq_miss_latency::.cpu.data     36177500                       # number of WriteReq miss cycles
system.cpu.dcache.WriteReq_miss_latency::total     36177500                       # number of WriteReq miss cycles
system.cpu.dcache.WriteReq_accesses::.cpu.data       118727                       # number of WriteReq accesses(hits+misses)
system.cpu.dcache.WriteReq_accesses::total       118727                       # number of WriteReq accesses(hits+misses)
system.cpu.dcache.WriteReq_miss_rate::.cpu.data     0.004060                       # miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_miss_rate::total     0.004060                       # miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_avg_miss_latency::.cpu.data 75057.053942                       # average WriteReq miss latency
system.cpu.dcache.WriteReq_avg_miss_latency::total 75057.053942                       # average WriteReq miss latency
system.cpu.dcache.WriteReq_mshr_hits::.cpu.data            1                       # number of WriteReq MSHR hits
system.cpu.dcache.WriteReq_mshr_hits::total            1                       # number of WriteReq MSHR hits
system.cpu.dcache.WriteReq_mshr_misses::.cpu.data          481                       # number of WriteReq MSHR misses
system.cpu.dcache.WriteReq_mshr_misses::total          481                       # number of WriteReq MSHR misses
system.cpu.dcache.WriteReq_mshr_miss_latency::.cpu.data     35633000                       # number of WriteReq MSHR miss cycles
system.cpu.dcache.WriteReq_mshr_miss_latency::total     35633000                       # number of WriteReq MSHR miss cycles
system.cpu.dcache.WriteReq_mshr_miss_rate::.cpu.data     0.004051                       # mshr miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_mshr_miss_rate::total     0.004051                       # mshr miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_avg_mshr_miss_latency::.cpu.data 74081.081081                       # average WriteReq mshr miss latency
system.cpu.dcache.WriteReq_avg_mshr_miss_latency::total 74081.081081                       # average WriteReq mshr miss latency
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED    410696000                       # Cumulative time (in ticks) in various power states
system.cpu.dcache.tags.tagsinuse           876.133555                       # Cycle average of tags in use
system.cpu.dcache.tags.total_refs              482640                       # Total number of references to valid blocks.
system.cpu.dcache.tags.sampled_refs              1692                       # Sample count of references to valid blocks.
system.cpu.dcache.tags.avg_refs            285.248227                       # Average number of references to valid blocks.
system.cpu.dcache.tags.warmup_cycle            179500                       # Cycle when the warmup percentage was hit.
system.cpu.dcache.tags.occ_blocks::.cpu.data   876.133555                       # Average occupied blocks per requestor
system.cpu.dcache.tags.occ_percent::.cpu.data     0.855599                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_percent::total     0.855599                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_task_id_blocks::1024          985                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::2          985                       # Occupied blocks per task id
system.cpu.dcache.tags.occ_task_id_percent::1024     0.961914                       # Percentage of cache occupancy per task id
system.cpu.dcache.tags.tag_accesses            976202                       # Number of tag accesses
system.cpu.dcache.tags.data_accesses           976202                       # Number of data accesses
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    410696000                       # Cumulative time (in ticks) in various power states
system.cpu.decode.idleCycles                   223835                       # Number of cycles decode is idle
system.cpu.decode.blockedCycles                171834                       # Number of cycles decode is blocked
system.cpu.decode.runCycles                    335198                       # Number of cycles decode is running
system.cpu.decode.unblockCycles                 16517                       # Number of cycles decode is unblocking
system.cpu.decode.squashCycles                  12917                       # Number of cycles decode is squashing
system.cpu.decode.branchResolved                90644                       # Number of times decode resolved a  branch
system.cpu.decode.branchMispred                   382                       # Number of times decode detected a branch misprediction
system.cpu.decode.decodedInsts                2261368                       # Number of instructions handled by decode
system.cpu.decode.squashedInsts                  1865                       # Number of squashed instructions handled by decode
system.cpu.dtb.rdAccesses                      530437                       # TLB accesses on read requests
system.cpu.dtb.wrAccesses                      134753                       # TLB accesses on write requests
system.cpu.dtb.rdMisses                           378                       # TLB misses on read requests
system.cpu.dtb.wrMisses                            79                       # TLB misses on write requests
system.cpu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    410696000                       # Cumulative time (in ticks) in various power states
system.cpu.dtb_walker_cache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked::no_mshrs            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked::no_targets            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu.dtb_walker_cache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.dtb_walker_cache.replacements            0                       # number of replacements
system.cpu.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED    410696000                       # Cumulative time (in ticks) in various power states
system.cpu.dtb_walker_cache.tags.tagsinuse            0                       # Cycle average of tags in use
system.cpu.dtb_walker_cache.tags.total_refs            0                       # Total number of references to valid blocks.
system.cpu.dtb_walker_cache.tags.sampled_refs            0                       # Sample count of references to valid blocks.
system.cpu.dtb_walker_cache.tags.avg_refs          nan                       # Average number of references to valid blocks.
system.cpu.dtb_walker_cache.tags.warmup_cycle            0                       # Cycle when the warmup percentage was hit.
system.cpu.dtb_walker_cache.tags.tag_accesses            0                       # Number of tag accesses
system.cpu.dtb_walker_cache.tags.data_accesses            0                       # Number of data accesses
system.cpu.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    410696000                       # Cumulative time (in ticks) in various power states
system.cpu.fetch.icacheStallCycles             261090                       # Number of cycles fetch is stalled on an Icache miss
system.cpu.fetch.insts                        1489606                       # Number of instructions fetch has processed
system.cpu.fetch.branches                      203211                       # Number of branches that fetch encountered
system.cpu.fetch.predictedBranches              99612                       # Number of branches that fetch has predicted taken
system.cpu.fetch.cycles                        485036                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu.fetch.squashCycles                   26580                       # Number of cycles fetch has spent squashing
system.cpu.fetch.miscStallCycles                  109                       # Number of cycles fetch has spent waiting on interrupts,or bad addresses, or out of MSHRs
system.cpu.fetch.pendingTrapStallCycles           767                       # Number of stall cycles due to pending traps
system.cpu.fetch.pendingQuiesceStallCycles            9                       # Number of stall cycles due to pending quiesce instructions
system.cpu.fetch.cacheLines                    226499                       # Number of cache lines fetched
system.cpu.fetch.icacheSquashes                  5736                       # Number of outstanding Icache misses that were squashed
system.cpu.fetch.nisnDist::samples             760301                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::mean              3.058991                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::stdev             3.462754                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::0                   380537     50.05%     50.05% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::1                    43128      5.67%     55.72% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::2                     3067      0.40%     56.13% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::3                     6843      0.90%     57.03% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::4                    13061      1.72%     58.74% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::5                    37375      4.92%     63.66% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::6                    95105     12.51%     76.17% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::7                     3266      0.43%     76.60% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::8                   177919     23.40%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::total               760301                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.branchRate                  0.247398                       # Number of branch fetches per cycle
system.cpu.fetch.rate                        1.813512                       # Number of inst fetches per cycle
system.cpu.icache.demand_hits::.cpu.inst       225373                       # number of demand (read+write) hits
system.cpu.icache.demand_hits::total           225373                       # number of demand (read+write) hits
system.cpu.icache.overall_hits::.cpu.inst       225373                       # number of overall hits
system.cpu.icache.overall_hits::total          225373                       # number of overall hits
system.cpu.icache.demand_misses::.cpu.inst         1126                       # number of demand (read+write) misses
system.cpu.icache.demand_misses::total           1126                       # number of demand (read+write) misses
system.cpu.icache.overall_misses::.cpu.inst         1126                       # number of overall misses
system.cpu.icache.overall_misses::total          1126                       # number of overall misses
system.cpu.icache.demand_miss_latency::.cpu.inst     80521000                       # number of demand (read+write) miss cycles
system.cpu.icache.demand_miss_latency::total     80521000                       # number of demand (read+write) miss cycles
system.cpu.icache.overall_miss_latency::.cpu.inst     80521000                       # number of overall miss cycles
system.cpu.icache.overall_miss_latency::total     80521000                       # number of overall miss cycles
system.cpu.icache.demand_accesses::.cpu.inst       226499                       # number of demand (read+write) accesses
system.cpu.icache.demand_accesses::total       226499                       # number of demand (read+write) accesses
system.cpu.icache.overall_accesses::.cpu.inst       226499                       # number of overall (read+write) accesses
system.cpu.icache.overall_accesses::total       226499                       # number of overall (read+write) accesses
system.cpu.icache.demand_miss_rate::.cpu.inst     0.004971                       # miss rate for demand accesses
system.cpu.icache.demand_miss_rate::total     0.004971                       # miss rate for demand accesses
system.cpu.icache.overall_miss_rate::.cpu.inst     0.004971                       # miss rate for overall accesses
system.cpu.icache.overall_miss_rate::total     0.004971                       # miss rate for overall accesses
system.cpu.icache.demand_avg_miss_latency::.cpu.inst 71510.657194                       # average overall miss latency
system.cpu.icache.demand_avg_miss_latency::total 71510.657194                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::.cpu.inst 71510.657194                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::total 71510.657194                       # average overall miss latency
system.cpu.icache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu.icache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.icache.blocked::no_mshrs                 0                       # number of cycles access was blocked
system.cpu.icache.blocked::no_targets               0                       # number of cycles access was blocked
system.cpu.icache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu.icache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.icache.writebacks::.writebacks          362                       # number of writebacks
system.cpu.icache.writebacks::total               362                       # number of writebacks
system.cpu.icache.demand_mshr_hits::.cpu.inst          281                       # number of demand (read+write) MSHR hits
system.cpu.icache.demand_mshr_hits::total          281                       # number of demand (read+write) MSHR hits
system.cpu.icache.overall_mshr_hits::.cpu.inst          281                       # number of overall MSHR hits
system.cpu.icache.overall_mshr_hits::total          281                       # number of overall MSHR hits
system.cpu.icache.demand_mshr_misses::.cpu.inst          845                       # number of demand (read+write) MSHR misses
system.cpu.icache.demand_mshr_misses::total          845                       # number of demand (read+write) MSHR misses
system.cpu.icache.overall_mshr_misses::.cpu.inst          845                       # number of overall MSHR misses
system.cpu.icache.overall_mshr_misses::total          845                       # number of overall MSHR misses
system.cpu.icache.demand_mshr_miss_latency::.cpu.inst     63140000                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.demand_mshr_miss_latency::total     63140000                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::.cpu.inst     63140000                       # number of overall MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::total     63140000                       # number of overall MSHR miss cycles
system.cpu.icache.demand_mshr_miss_rate::.cpu.inst     0.003731                       # mshr miss rate for demand accesses
system.cpu.icache.demand_mshr_miss_rate::total     0.003731                       # mshr miss rate for demand accesses
system.cpu.icache.overall_mshr_miss_rate::.cpu.inst     0.003731                       # mshr miss rate for overall accesses
system.cpu.icache.overall_mshr_miss_rate::total     0.003731                       # mshr miss rate for overall accesses
system.cpu.icache.demand_avg_mshr_miss_latency::.cpu.inst 74721.893491                       # average overall mshr miss latency
system.cpu.icache.demand_avg_mshr_miss_latency::total 74721.893491                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::.cpu.inst 74721.893491                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::total 74721.893491                       # average overall mshr miss latency
system.cpu.icache.replacements                    362                       # number of replacements
system.cpu.icache.ReadReq_hits::.cpu.inst       225373                       # number of ReadReq hits
system.cpu.icache.ReadReq_hits::total          225373                       # number of ReadReq hits
system.cpu.icache.ReadReq_misses::.cpu.inst         1126                       # number of ReadReq misses
system.cpu.icache.ReadReq_misses::total          1126                       # number of ReadReq misses
system.cpu.icache.ReadReq_miss_latency::.cpu.inst     80521000                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_miss_latency::total     80521000                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_accesses::.cpu.inst       226499                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_accesses::total       226499                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_miss_rate::.cpu.inst     0.004971                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_miss_rate::total     0.004971                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_miss_latency::.cpu.inst 71510.657194                       # average ReadReq miss latency
system.cpu.icache.ReadReq_avg_miss_latency::total 71510.657194                       # average ReadReq miss latency
system.cpu.icache.ReadReq_mshr_hits::.cpu.inst          281                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_hits::total          281                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_misses::.cpu.inst          845                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_misses::total          845                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_miss_latency::.cpu.inst     63140000                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_latency::total     63140000                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_rate::.cpu.inst     0.003731                       # mshr miss rate for ReadReq accesses
system.cpu.icache.ReadReq_mshr_miss_rate::total     0.003731                       # mshr miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_mshr_miss_latency::.cpu.inst 74721.893491                       # average ReadReq mshr miss latency
system.cpu.icache.ReadReq_avg_mshr_miss_latency::total 74721.893491                       # average ReadReq mshr miss latency
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED    410696000                       # Cumulative time (in ticks) in various power states
